term_normalized,sense_rank,pos,gender,definition,source
SCHAFFHOUSE,1,N,,"Canton du nord de la Suisse, à la frontière allemande.",kaikki
SCHEFFER,1,N,,Patronyme d'origine allemande.,kaikki
SCHEFFERVILLE,1,N,,"Ville du Québec, dans le nord de la province, née de l'exploitation minière du fer.",kaikki
SCHEUCHZER,1,N,,"Patronyme d'origine allemande, de type suisse alémanique.",kaikki
SCHIAPPA,1,N,,"Patronyme, porté notamment par Marlène Schiappa (née en 1982), femme politique française.",kaikki
SCHIFF,1,N,,Patronyme d'origine germanique ou yiddish.,kaikki
SCHILD,1,N,,"Patronyme d'origine allemande, du mot signifiant « bouclier » ou « enseigne ».",kaikki
SCHL,1,N,f,"Sigle de Société canadienne d'hypothèques et de logement, organisme fédéral canadien chargé du logement.",kaikki
SCHLAGUER,1,V,,"Terme d'argot signifiant frapper, donner des coups.",kaikki
SCHMIDT,1,N,,"Patronyme d'origine allemande, équivalent de « forgeron », très courant dans l'espace germanique.",kaikki
SCHNEEWEISS,1,N,,"Patronyme d'origine allemande, signifiant « blanc comme neige ».",kaikki
SCHNEIDER,1,N,,"Patronyme d'origine allemande, signifiant « tailleur ».",kaikki
SCHUBERT,1,N,,Patronyme d'origine allemande ; nom du compositeur Franz Schubert.,kaikki
SCHUITEN,1,N,,Patronyme d'origine néerlandaise ; nom du dessinateur belge François Schuiten.,kaikki
SCHULMANN,1,N,,Patronyme d'origine allemande.,kaikki
SCHUMAN,1,N,,"Patronyme, notamment porté par Robert Schuman, une des figures fondatrices de la construction européenne.",kaikki
SCHUMANN,1,N,,"Patronyme d'origine allemande, à l'origine surnom d'un cordonnier ; nom du compositeur Robert Schumann.",kaikki
SCHWARTZ,1,N,,"Patronyme d'origine allemande, du mot signifiant « noir », surnom d'une personne brune.",kaikki
SCHWARZ,1,N,,"Patronyme d'origine allemande, signifiant « noir ».",kaikki
SCHWARZIE,1,N,m,Surnom familier de l'acteur et homme politique Arnold Schwarzenegger.,kaikki
SCHWARZKOPF,1,N,,"Patronyme d'origine allemande, littéralement « tête noire », surnom d'une personne aux cheveux bruns.",kaikki
SCHWEITZER,1,N,,"Patronyme d'origine allemande, désignant un originaire de Suisse ; nom du médecin et musicien Albert Schweitzer.",kaikki
SCHWYTZ,1,N,m,Canton de Suisse centrale.,kaikki
SCHWYTZ,2,N,m,Ville qui en est le chef-lieu.,kaikki
SCHWYTZ,3,N,m,District de ce même canton.,kaikki
SCOULIERS,1,N,,"Toponyme de la commune de Saleich, en Haute-Garonne.",kaikki
SCRS,1,N,f,"Sigle de Service canadien du renseignement de sécurité, agence de renseignement intérieur du Canada.",kaikki
SCYLLE,1,N,f,"Ancienne graphie de Scylla, monstre marin de la mythologie grecque qui, avec Charybde, menaçait les navigateurs dans un détroit.",kaikki
SCYTHIE,1,N,f,Vaste région steppique d'Europe orientale et d'Asie centrale peuplée dans l'Antiquité par les Scythes.,kaikki
SEA,1,N,,"Abréviation usuelle de la ville de Seattle, aux États-Unis.",kaikki
SEATTLE,1,N,,"Ville de l'État de Washington, aux États-Unis, sur la côte Pacifique.",kaikki
SEB,1,N,m,Diminutif du prénom masculin Sébastien.,kaikki
SEBASTIEN,1,N,m,"Prénom masculin issu du latin et du grec, équivalent de l'anglais Sebastian ; nom d'un martyr romain souvent représenté percé de flèches.",kaikki
SEBASTIENNE,1,N,f,"Prénom féminin, forme féminine de Sébastien, d'origine latine et grecque.",kaikki
SEBASTIENNES,1,N,,"Pluriel de Sébastienne, forme féminine du prénom Sébastien.",kaikki
SEBASTIENS,1,N,,Pluriel du prénom masculin Sébastien.,kaikki
SEBASTOPOL,1,N,m,"Port de Crimée, péninsule internationalement reconnue comme ukrainienne mais de facto sous contrôle russe.",kaikki
SEBBA,1,N,m,"Ville du Burkina Faso, chef-lieu de la province du Yagha.",kaikki
SEBBA,2,N,m,Province à laquelle elle donne son nom.,kaikki
SEBRINA,1,N,f,Prénom féminin.,kaikki
SEEDIQ,1,N,m,Peuple et langue autochtones de Taïwan.,kaikki
SEELAND,1,N,m,"Nom allemand de l'île danoise de Seeland (Sjælland), où se trouve Copenhague.",kaikki
SEGOLENE,1,N,f,"Prénom féminin d'origine germanique, équivalent de l'allemand Sieglinde ; porté par la femme politique Ségolène Royal.",kaikki
SEGOU,1,N,,"Ville du centre-sud du Mali, sur le fleuve Niger.",kaikki
SEGOU,2,N,,Région malienne qui en porte le nom.,kaikki
SEGUIER,1,N,,Patronyme français.,kaikki
SEGUIER,2,N,,"Pierre Séguier, chancelier de France au XVIIe siècle.",kaikki
SEGUIN,1,N,,"Patronyme, porté notamment par Philippe Séguin (1943-2010), homme politique français.",kaikki
SEHILI,1,N,m,Patronyme d'origine arabe.,kaikki
SEIGNOLLE,1,N,,"Patronyme français d'origine occitane ; nom de l'écrivain Claude Seignolle, spécialiste des traditions populaires.",kaikki
SEIX,1,N,,"Commune de l'Ariège, en Occitanie.",kaikki
SELANNE,1,N,,Transcription française du patronyme finlandais Selänne.,kaikki
SELEUCIE,1,N,f,"Nom porté par plusieurs cités antiques fondées par les diadoques de Séleucos Ier, en Mésopotamie et au Moyen-Orient.",kaikki
SEMELE,1,N,f,"Princesse thébaine de la mythologie grecque, mère de Dionysos et amante de Zeus.",kaikki
SENCONAC,1,N,,Commune de l'Ariège.,kaikki
SENEGAL,1,N,m,"Pays d'Afrique de l'Ouest, sur l'océan Atlantique.",kaikki
SENEQUE,1,N,m,"Philosophe, dramaturge et homme d'État romain d'origine hispanique, figure majeure du stoïcisme.",kaikki
SENGOUAGNET,1,N,m,Commune de la Haute-Garonne.,kaikki
SENNETERRE,1,N,f,"Ville et municipalité de paroisse de la municipalité régionale de comté de La Vallée-de-l'Or, en Abitibi-Témiscamingue, au Québec.",kaikki
SENTARAILLE,1,N,,"Ancien nom de la commune de Lorp-Sentaraille, en Ariège.",kaikki
SENTARAILLE,2,N,,Patronyme d'origine occitane qui en dérive.,kaikki
SENTAURENS,1,N,,"Patronyme d'origine occitane, issu d'un toponyme signifiant « Saint-Laurent ».",kaikki
SENTEIN,1,N,,Commune de l'Ariège.,kaikki
SEOUL,1,N,,Capitale de la Corée du Sud.,kaikki
SEPECAT,1,N,m,"Société européenne de production de l'avion École de combat et d'appui tactique, consortium franco-britannique à l'origine de l'avion Jaguar.",kaikki
SEPTIMANIE,1,N,f,Ancienne région du sud de la France correspondant à la Gaule narbonnaise passée sous contrôle wisigoth au Ve siècle.,kaikki
SEPX,1,N,,Commune de la Haute-Garonne.,kaikki
SERAPIS,1,N,m,"Divinité gréco-égyptienne née de la fusion de plusieurs cultes, honorée notamment à Alexandrie.",kaikki
SERAZEREUX,1,N,m,"Commune de l'Eure-et-Loir, en Centre-Val de Loire.",kaikki
SERBIE,1,N,f,"Pays des Balkans, en Europe du Sud-Est.",kaikki
SERCQ,1,N,f,"Île anglo-normande, dépendance de la Couronne britannique.",kaikki
SERGUEI,1,N,m,Transcription française du prénom masculin russe Сергей.,kaikki
SERMENTEUX,1,N,m,Ancien terme désignant un prêtre ayant prêté le serment de fidélité à la Constitution civile du clergé pendant la Révolution française.,kaikki
SERMERSOOQ,1,N,f,"Municipalité du Groenland, la plus vaste du territoire, incluant la capitale Nuuk.",kaikki
SERRIS,1,N,f,"Commune de Seine-et-Marne, en Île-de-France.",kaikki
SERVAN,1,N,,Patronyme.,kaikki
SETE,1,N,f,"Ville et port du département de l'Hérault, en Occitanie.",kaikki
SETIF,1,N,,Ville de l'est de l'Algérie.,kaikki
SETSUKO,1,N,f,Prénom féminin d'origine japonaise.,kaikki
SEVERNY,1,N,m,"Quartier de la ville russe de Vorkouta, en Russie.",kaikki
SEVIGNY,1,N,,Patronyme.,kaikki
SEVILLE,1,N,f,"Ville d'Espagne, capitale de l'Andalousie.",kaikki
SEVILLE,2,N,f,Province qui en porte le nom.,kaikki
SEVRAN,1,N,m,"Commune de la Seine-Saint-Denis, en Île-de-France.",kaikki
SEYCHELLES,1,N,f,"Archipel et pays de l'océan Indien, au large de l'Afrique de l'Est.",kaikki
SEYDINA,1,N,m,"Prénom masculin d'origine soninké, usité en Afrique de l'Ouest.",kaikki
SEYDOU,1,N,,Prénom masculin et patronyme d'Afrique de l'Ouest.,kaikki
SEYSSES,1,N,,Commune de la Haute-Garonne.,kaikki
SEYSSES,2,N,,Patronyme d'origine occitane qui en dérive.,kaikki
SFAX,1,N,f,"Ville de Tunisie, sur la côte orientale du pays.",kaikki
SFIO,1,N,f,"Sigle de Section française de l'Internationale ouvrière, ancien parti socialiste français fondé en 1905.",kaikki
SFR,1,N,f,Nom commercial d'un opérateur français de téléphonie mobile et de télécommunications.,kaikki
SFRATI,1,N,,Village d'Albanie.,kaikki
SGANZIN,1,N,,Patronyme français.,kaikki
SHA,1,N,,Abréviation usuelle de la ville québécoise de Shawinigan.,kaikki
SHANGAI,1,N,f,Variante orthographique de Shanghai.,kaikki
SHANGHAI,1,N,f,"Ville portuaire de Chine, la plus peuplée du pays, dotée du statut de municipalité autonome.",kaikki
SHAOXING,1,N,,Ville de la province chinoise du Zhejiang.,kaikki
SHAUGHNESSY,1,N,,Patronyme d'origine irlandaise.,kaikki
SHAUGHNESSY,2,N,,Nom abrégé désignant le quartier montréalais de Village Shaughnessy.,kaikki
SHAWBRIDGE,1,N,m,"Ancien nom d'un secteur de la municipalité de Prévost, dans la région des Laurentides, au Québec.",kaikki
SHAWI,1,N,,"Diminutif familier désignant la ville de Shawinigan, au Québec.",kaikki
SHAWINIGAN,1,N,,"Ville de la région de la Mauricie, au Québec.",kaikki
SHAWINIGAN,2,N,,Municipalité régionale de comté qui en porte le nom.,kaikki
SHAWVILLE,1,N,f,"Municipalité de la municipalité régionale de comté de Pontiac, en Outaouais, au Québec.",kaikki
SHEENBORO,1,N,m,"Municipalité de la municipalité régionale de comté de Pontiac, en Outaouais, au Québec.",kaikki
SHEHERAZADE,1,N,f,"Conteuse légendaire des Mille et Une Nuits, qui sauve sa vie en captivant chaque nuit son époux par ses récits.",kaikki
SHEMSEDDINE,1,N,m,"Prénom masculin d'origine arabe, signifiant « soleil de la religion ».",kaikki
SHENYANG,1,N,f,"Ville de Chine, capitale de la province du Liaoning, dans le nord-est du pays.",kaikki
SHERBROOKE,1,N,,"Ville et municipalité régionale de comté du Québec, principale agglomération de l'Estrie.",kaikki
SHIGEKO,1,N,f,Prénom féminin d'origine japonaise.,kaikki
SHIMIZU,1,N,,"Patronyme d'origine japonaise, signifiant « eau pure ».",kaikki
SHIROISHI,1,N,,"Patronyme d'origine japonaise, littéralement « pierre blanche ».",kaikki
SHOAH,1,N,f,Extermination systématique des Juifs d'Europe organisée par l'Allemagne nazie durant la Seconde Guerre mondiale.,kaikki
SHONGOPAVI,1,N,m,"Variante orthographique de Shongopovi, village hopi de l'Arizona, aux États-Unis.",kaikki
SHONGOPOVI,1,N,m,"Village hopi du comté de Navajo, en Arizona, aux États-Unis.",kaikki
SHONI,1,N,,"Diminutif familier désignant le quartier montréalais de Village Shaughnessy, dans l'arrondissement de Ville-Marie.",kaikki
SHUNGOPAVI,1,N,m,"Variante orthographique de Shongopovi, village hopi de l'Arizona.",kaikki
SIAM,1,N,m,"Ancien nom de la Thaïlande, pays d'Asie du Sud-Est.",kaikki
SIBERIE,1,N,f,"Vaste région de la Russie asiatique, s'étendant de l'Oural au Pacifique.",kaikki
SIBIDE,1,N,,Patronyme.,kaikki
SICHEM,1,N,f,"Cité antique de Palestine, près de l'actuelle Naplouse, mentionnée à plusieurs reprises dans la Bible.",kaikki
SICHOUAN,1,N,m,"Graphie fautive de Sichuan, province chinoise.",kaikki
SICHUAN,1,N,m,"Province du centre de la Chine, connue notamment pour sa gastronomie épicée.",kaikki
SICILE,1,N,f,"Plus grande île de la Méditerranée, région autonome d'Italie.",kaikki
SIDON,1,N,f,"Ancienne cité phénicienne du Levant, correspondant à l'actuelle ville libanaise de Saïda.",kaikki
SIDONIE,1,N,f,"Prénom féminin, équivalent de l'anglais Sidonia, à l'origine « originaire de Sidon » ; premier prénom de l'écrivaine Colette.",kaikki
SIERENTZ,1,N,,"Commune du Haut-Rhin, en Alsace.",kaikki
SIERES,1,N,m,"Quartier de la ville de Saint-Girons, en Ariège.",kaikki
SIEURAS,1,N,m,Commune de l'Ariège.,kaikki
SIEYES,1,N,,"Patronyme, porté par l'abbé Sieyès (1748-1836), homme politique et théoricien de la Révolution française.",kaikki
SIGNORET,1,N,,"Patronyme, porté notamment par l'actrice Simone Signoret (1921-1985).",kaikki
SIGOLENE,1,N,f,"Prénom féminin d'origine germanique, variante de Ségolène, correspondant à l'allemand Sieglinde.",kaikki
SIGUER,1,N,m,Commune de l'Ariège.,kaikki
SIHANOUKVILLE,1,N,f,"Ville du Cambodge, chef-lieu de la province du même nom.",kaikki
SIHANOUKVILLE,2,N,f,Province cambodgienne bordant le golfe de Thaïlande.,kaikki
SIHANOUKVILLE,3,N,f,Port qui dessert cette ville.,kaikki
SIHEM,1,N,f,"Prénom féminin d'origine arabe, signifiant « flèches ».",kaikki
SILESIE,1,N,f,"Région historique d'Europe centrale, aujourd'hui essentiellement polonaise, avec des parties en République tchèque et en Allemagne.",kaikki
SILVAIN,1,N,m,Divinité romaine protectrice des forêts et des champs.,kaikki
SILVAIN,2,N,m,"Prénom masculin qui en dérive, variante de Sylvain.",kaikki
SIMARD,1,N,,Patronyme répandu au Québec.,kaikki
SIMC,1,N,f,"Désignation française d'IBM, la Société internationale de machines commerciales.",kaikki
SIMEON,1,N,m,"Prénom masculin d'origine biblique, porté par l'un des fils de Jacob.",kaikki
SIMIONESCU,1,N,,"Patronyme d'origine roumaine, dérivé du prénom Simion, équivalent de Siméon.",kaikki
SIMMI,1,N,f,"Variante orthographique de Symè, île grecque du Dodécanèse.",kaikki
SIMON,1,N,m,"Nom porté par plusieurs personnages bibliques, dont l'apôtre Simon Pierre.",kaikki
SIMON,2,N,m,Prénom masculin et patronyme qui en dérivent.,kaikki
SIMONE,1,N,f,"Prénom féminin, forme féminine de Simon.",kaikki
SIMONEAU,1,N,,Patronyme français.,kaikki
SIMONEAUX,1,N,,Variante du patronyme Simoneau.,kaikki
SIMONET,1,N,,"Patronyme français, diminutif formé sur Simon.",kaikki
SIMONIDE,1,N,m,"Poète lyrique grec de l'Antiquité, originaire de l'île de Céos.",kaikki
SIMONNE,1,N,f,"Prénom féminin, variante de Simone.",kaikki
SINAI,1,N,m,"Péninsule désertique d'Égypte, entre la mer Rouge et la Méditerranée, où la tradition biblique situe la révélation des Tables de la Loi.",kaikki
SINGAPORE,1,N,,"Ancienne graphie, à l'anglaise, du nom « Singapour ».",kaikki
SINGAPOUR,1,N,m,"Cité-État insulaire d'Asie du Sud-Est, à la pointe de la péninsule malaise.",kaikki
SINGAPURA,1,N,,"Nom malais de Singapour, signifiant « ville du lion ».",kaikki
SINNAMARY,1,N,,Commune de la Guyane française.,kaikki
SINSAT,1,N,,Commune de l'Ariège.,kaikki
SION,1,N,f,"Colline de Jérusalem sur laquelle fut bâtie la ville antique, devenue un symbole central du judaïsme et de la tradition biblique.",kaikki
SIOUDA,1,N,,Patronyme d'origine arabe.,kaikki
SIOULE,1,N,f,"Cours d'eau d'Auvergne-Rhône-Alpes, affluent de l'Allier.",kaikki
SIRET,1,N,m,"Système d'identification du répertoire des établissements, numéro à quatorze chiffres identifiant chaque établissement d'une entreprise en France.",kaikki
SIRIUS,1,N,m,"Étoile la plus brillante du ciel nocturne, dans la constellation du Grand Chien.",kaikki
SIROIS,1,N,,Patronyme.,kaikki
SISTERON,1,N,,"Commune des Alpes-de-Haute-Provence, en Provence-Alpes-Côte d'Azur.",kaikki
SJ,1,N,,"Abréviation usuelle de la ville de San Jose, en Californie.",kaikki
SK,1,N,,Abréviation usuelle de la province canadienne de Saskatchewan.,kaikki
SKOPJE,1,N,,Capitale de la Macédoine du Nord.,kaikki
SLACKER,1,V,,Anglicisme signifiant desserrer ou relâcher quelque chose.,kaikki
SLACKER,2,V,,"Pratiquer la slackline, discipline consistant à marcher en équilibre sur une sangle tendue.",kaikki
SLAH,1,N,m,"Prénom masculin d'origine arabe, forme maghrébine de Salah, « probité, vertu ».",kaikki
SLAMI,1,N,,Patronyme d'origine arabe.,kaikki
SLAVIE,1,N,f,Nom désignant collectivement le monde et les peuples slaves.,kaikki
SLAVONIE,1,N,f,Région historique de l'est de la Croatie.,kaikki
SLOVAQUIE,1,N,f,Pays d'Europe centrale.,kaikki
SLOVENIE,1,N,f,"Pays du sud de l'Europe centrale, sur les Balkans.",kaikki
SMADJA,1,N,,"Patronyme d'origine arabe, répandu parmi les familles juives d'Afrique du Nord.",kaikki
SMEG,1,N,f,"Sigle de Société monégasque de l'électricité et du gaz, distributeur d'énergie de la principauté de Monaco.",kaikki
SMET,1,N,,Patronyme d'origine flamande.,kaikki
SMIRNOFF,1,N,,"Patronyme d'origine russe, ancienne transcription de Smirnov, formé sur un mot signifiant « paisible ».",kaikki
SMITH,1,N,,"Patronyme d'origine anglaise, équivalent de « forgeron », le plus fréquent du monde anglophone.",kaikki
SMOGLEUR,1,N,m,"Ancien terme désignant un navire, ou par extension un marin, se livrant à la contrebande, notamment à travers la Manche.",kaikki
SNCF,1,N,f,"Sigle de Société nationale des chemins de fer français, entreprise publique exploitant le réseau ferroviaire national.",kaikki
SNOBAGE,1,N,m,"Attitude consistant à afficher un mépris hautain envers autrui, ou action d'ignorer délibérément quelqu'un.",kaikki
SNOF,1,N,m,Sigle du Syndicat national des ophtalmologistes de France.,kaikki
SOAZIG,1,N,f,"Prénom féminin d'origine bretonne, correspondant à Françoise.",kaikki
SOCRATE,1,N,m,"Philosophe grec de l'Antiquité, considéré comme l'un des fondateurs de la philosophie occidentale, connu par les écrits de ses disciples.",kaikki
SODOME,1,N,f,Cité biblique détruite avec Gomorrhe en punition des péchés de ses habitants.,kaikki
SOEURATRE,1,N,f,"Terme désignant une demi-sœur ou belle-sœur peu aimante, voire hostile, par analogie avec les contes de fées.",kaikki
SOFIA,1,N,f,Capitale de la Bulgarie.,kaikki
SOFIANE,1,N,m,Prénom masculin d'origine arabe.,kaikki
SOFONEA,1,N,,Patronyme français d'origine roumaine.,kaikki
SOHAR,1,N,,"Ville d'Oman, sur le golfe d'Oman.",kaikki
SOIGNIES,1,N,f,"Commune de la province de Hainaut, en Belgique.",kaikki
SOILEAU,1,N,,Patronyme.,kaikki
SOIZIC,1,N,f,"Prénom féminin d'origine bretonne, variante de Soazig, correspondant à Françoise.",kaikki
SOKOLOFF,1,N,,"Patronyme d'origine russe, ancienne transcription de Sokolov, formé sur le mot « faucon ».",kaikki
SOKOLOV,1,N,,"Patronyme d'origine russe, dérivé du mot « faucon ».",kaikki
SOKOLSKY,1,N,,"Patronyme d'origine russe, formé sur le mot « faucon ».",kaikki
SOLANGE,1,N,f,"Prénom féminin, porté par sainte Solange, patronne du Berry.",kaikki
SOLEDAR,1,N,,"Ville de l'est de l'Ukraine, dans l'oblast de Donetsk, connue pour ses importantes mines de sel.",kaikki
SOLENE,1,N,f,Prénom féminin d'origine bretonne.,kaikki
SOLENN,1,N,f,"Prénom féminin d'origine bretonne, apparenté à Solange.",kaikki
SOLENNE,1,N,f,"Prénom féminin, variante de Solenn, apparentée à Solange.",kaikki
SOLEURE,1,N,,Canton et ville de Suisse.,kaikki
SOLJENITSYNE,1,N,,"Transcription française du patronyme russe Soljenitsyne, porté par l'écrivain et dissident Alexandre Soljenitsyne.",kaikki
SOLOGNE,1,N,f,"Région naturelle du centre de la France, entre Loire et Cher, connue pour ses étangs et ses forêts giboyeuses.",kaikki
SOLOVIEFF,1,N,,Transcription française du patronyme russe Соловьёв.,kaikki
SOLOVIEV,1,N,,Transcription française du patronyme russe Соловьёв.,kaikki
SOLOVIOFF,1,N,,Transcription française du patronyme russe Соловьёв.,kaikki
SOMBARDIN,1,N,,"Toponyme de la commune de Saint-Maurin, dans le Lot-et-Garonne.",kaikki
SONDRIO,1,N,,"Ville d'Italie, en Lombardie.",kaikki
SONDRIO,2,N,,Province qui en porte le nom.,kaikki
SONIA,1,N,f,"Prénom féminin d'origine russe, hypocoristique de Sophie, équivalent de l'anglais Sonya.",kaikki
SOPHENE,1,N,f,"Ancienne région d'Arménie occidentale, dans l'actuelle Turquie.",kaikki
SOPHIE,1,N,f,Prénom féminin d'origine grecque signifiant « sagesse ».,kaikki
SOPHIE,2,N,f,"Ancien nom francisé de Sofia, capitale de la Bulgarie.",kaikki
SOPHOCLE,1,N,m,"Poète tragique grec de l'Antiquité, auteur notamment d'Œdipe roi et d'Antigone.",kaikki
SOPHONIE,1,N,m,Prophète biblique auquel est attribué un livre de l'Ancien Testament.,kaikki
SOR,1,N,,Commune de l'Ariège.,kaikki
SORATRE,1,N,f,"Variante orthographique de « sœurâtre », désignant une demi-sœur peu aimante ou hostile.",kaikki
SORAYA,1,N,f,Prénom féminin d'origine persane.,kaikki
SORBON,1,N,,Commune des Ardennes.,kaikki
SORBON,2,N,,Patronyme qui en dérive.,kaikki
SORGEAT,1,N,,Commune de l'Ariège.,kaikki
SORLINGUES,1,N,f,"Nom français des îles Scilly, archipel au large des côtes britanniques.",kaikki
SORMIOU,1,N,m,"Calanque et quartier de Marseille, en Provence-Alpes-Côte d'Azur.",kaikki
SOROKINE,1,N,,Transcription française du patronyme russe Сорокин.,kaikki
SOSPEL,1,N,,"Commune des Alpes-Maritimes, en Provence-Alpes-Côte d'Azur.",kaikki
SOSTHENE,1,N,m,"Personnage du Nouveau Testament, associé à l'apôtre Paul à Corinthe.",kaikki
SOSTRATE,1,N,m,"Prénom masculin d'origine grecque, équivalent de l'anglais Sostratus ; nom de l'architecte du phare d'Alexandrie.",kaikki
SOTCHI,1,N,m,"Ville de Russie, sur la mer Noire, hôte des Jeux olympiques d'hiver de 2014.",kaikki
SOTUKNANG,1,N,m,Divinité de la mythologie hopi.,kaikki
SOUBEYRAN,1,N,,"Patronyme d'origine occitane, du mot signifiant « supérieur, d'en haut », souvent appliqué à un lieu-dit.",kaikki
SOUCHEZ,1,N,f,"Commune du Pas-de-Calais, en Hauts-de-France.",kaikki
SOUCY,1,N,,Commune de l'Aisne.,kaikki
SOUCY,2,N,,Patronyme surtout répandu au Québec.,kaikki
SOUEIX,1,N,,Commune de l'Ariège.,kaikki
SOUESMES,1,N,m,"Commune du Loir-et-Cher, en Centre-Val de Loire.",kaikki
SOULAIRES,1,N,m,"Commune de l'Eure-et-Loir, en Centre-Val de Loire.",kaikki
SOULAN,1,N,,Commune de l'Ariège.,kaikki
SOUMGAIT,1,N,,"Ville d'Azerbaïdjan, sur la mer Caspienne.",kaikki
SOUMINATEUR,1,N,m,"Dans le contexte du BDSM, personne qui se présente comme soumise mais qui, en réalité, dirige la relation à son propre avantage.",kaikki
SOUMY,1,N,f,"Ville d'Ukraine, chef-lieu de l'oblast du même nom.",kaikki
SOUNETTES,1,N,,"Toponyme de la commune de Saint-Maurin, dans le Lot-et-Garonne.",kaikki
SOURAIDE,1,N,f,"Commune des Pyrénées-Atlantiques, en Nouvelle-Aquitaine.",kaikki
SOURGOUT,1,N,,"Ville de Russie occidentale, en Sibérie.",kaikki
SOURIAU,1,N,,Patronyme.,kaikki
SOURIAUD,1,N,,Patronyme.,kaikki
SOURIAUX,1,N,,Patronyme.,kaikki
SOURIEAU,1,N,,Patronyme.,kaikki
SOUSMETTRE,1,V,,Ancienne graphie du verbe « soumettre ».,kaikki
SOUSRIRE,1,N,f,Ancienne graphie du mot « sourire ».,kaikki
SOUSSON,1,N,m,"Cours d'eau d'Occitanie, affluent du Gers.",kaikki
SOUSTENIR,1,V,,Ancienne graphie du verbe « soutenir ».,kaikki
SOUSTRAISIT,1,V,,"Forme du passé simple, à la troisième personne du singulier, du verbe « soustraire ».",kaikki
SOUVENTESFOIS,1,Adv,,"Ancien adverbe signifiant « souvent », littéralement « bien des fois ».",kaikki
SOUVIGNARGUES,1,N,m,"Commune du Gard, en Occitanie.",kaikki
SOUVIGNIARGUES,1,N,m,"Ancienne graphie de Souvignargues, commune du département du Gard.",kaikki
SOYAL,1,N,f,Cérémonie rituelle du peuple hopi marquant le solstice d'hiver.,kaikki
SOZ,1,N,m,"Ancien nom de Sos del Rey Católico, commune d'Espagne, dans la province de Saragosse.",kaikki
SPARDEGNE,1,N,f,"Ancien terme régional désignant l'espadrille, chaussure à semelle de corde.",kaikki
SPARTILLE,1,N,f,"Autre ancien terme désignant l'espadrille, chaussure à semelle de corde.",kaikki
SPAVOR,1,N,,Patronyme.,kaikki
SPCUM,1,N,m,"Sigle de Service de police de la Communauté urbaine de Montréal, corps policier remplacé en 2002 par le SPVM.",kaikki
SPENARD,1,N,,Patronyme.,kaikki
SPEZET,1,N,m,"Commune du Finistère, en Bretagne.",kaikki
SPIRGEL,1,N,,Patronyme.,kaikki
SPITZBERG,1,N,m,"Principale île de l'archipel norvégien du Svalbard, dans l'océan Arctique.",kaikki
SPONSO,1,N,f,"Abréviation familière de « sponsoring », ou désigne un contenu publicitaire mettant en avant un partenaire commercial.",kaikki
SPVM,1,N,m,"Sigle de Service de police de la Ville de Montréal, corps de police municipal de Montréal, au Canada.",kaikki
SQ,1,N,f,"Sigle de Sûreté du Québec, corps de police provincial du Québec.",kaikki
SQDC,1,N,f,"Sigle de Société québécoise du cannabis, société d'État détenant le monopole de la distribution et de la vente de cannabis dans la province.",kaikki
SQUIFFIEC,1,N,m,"Commune des Côtes-d'Armor, en Bretagne.",kaikki
SRC,1,N,,"Sigle de Société Radio-Canada, diffuseur public canadien de langue française.",kaikki
SSR,1,N,f,"Société suisse de radiodiffusion et télévision, groupe audiovisuel public assurant les programmes radio et télévisés en Suisse.",kaikki
STABIES,1,N,f,"Cité de l'Italie antique, près de Pompéi, ensevelie comme elle lors de l'éruption du Vésuve en 79.",kaikki
STACE,1,N,m,"Poète latin de l'Antiquité, auteur de la Thébaïde.",kaikki
STACHIDE,1,N,f,"Nom savant, synonyme d'« épiaire », désignant un genre de plantes de la famille des lamiacées.",kaikki
STAEL,1,N,,"Patronyme, porté notamment par la femme de lettres Germaine de Staël (1766-1817) et le peintre Nicolas de Staël (1914-1955).",kaikki
STAINS,1,N,f,"Commune de la Seine-Saint-Denis, en Île-de-France.",kaikki
STALINE,1,N,m,Terme d'argot désignant un verre de vin rouge.,kaikki
STANISLAS,1,N,m,"Prénom masculin d'origine slave, équivalent de l'anglais Stanislaus ; porté par plusieurs rois de Pologne.",kaikki
STAOUELI,1,N,f,"Commune de la wilaya d'Alger, en Algérie.",kaikki
STAQUET,1,N,,Patronyme français.,kaikki
STCUM,1,N,f,"Sigle de Société de transport de la Communauté urbaine de Montréal, ancien exploitant des transports en commun de la région montréalaise, remplacé en 2002 par la STM.",kaikki
STEBENET,1,N,,Patronyme d'origine occitane.,kaikki
STEFANESCU,1,N,,"Patronyme d'origine roumaine, dérivé du prénom Ștefan, équivalent d'Étienne.",kaikki
STEIN,1,N,,"Patronyme d'origine allemande, du mot signifiant « pierre ».",kaikki
STEPANOFF,1,N,,Transcription française du patronyme russe Степанов (Stepanov).,kaikki
STEPHAN,1,N,m,Prénom masculin.,kaikki
STEPHANE,1,N,,"Prénom, principalement masculin, équivalent français de Stephen, parfois porté aussi au féminin.",kaikki
STEPHANIE,1,N,f,"Prénom féminin, forme féminine de Stéphane.",kaikki
STEPHEN,1,N,m,Prénom masculin.,kaikki
STERN,1,N,,"Patronyme d'origine allemande, du mot signifiant « étoile », fréquent dans l'onomastique juive.",kaikki
STESICHORE,1,N,m,"Poète lyrique grec de l'Antiquité, originaire de Sicile.",kaikki
STHENELE,1,N,m,Nom porté par plusieurs héros de la mythologie grecque.,kaikki
